BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Browser,OperatingSystems,VisitorType,Month,Region,ProductRelated,Informational,TrafficType,Administrative,label
0.005666667,0.015870587,24.21760276,0.0,False,2,2,Returning_Visitor,Jul,1,97,0,1,1,False
0.133333333,0.133333333,0.0,0.0,False,1,1,Returning_Visitor,May,3,3,0,3,0,False
0.022222222,0.033333333,95.35469341,0.0,False,1,1,Returning_Visitor,Dec,2,23,2,2,6,True
0.0,0.017391304,0.0,0.0,True,1,1,New_Visitor,Dec,1,23,0,2,0,False
0.0,0.1,0.0,0.0,True,1,1,Returning_Visitor,Aug,1,2,0,4,0,False
0.115384615,0.125641026,0.0,0.6,False,2,3,Returning_Visitor,May,1,13,0,3,0,False
0.03030303,0.042121212,0.0,0.0,False,2,3,Returning_Visitor,May,6,31,0,13,4,False
0.014285714,0.037301587,0.0,0.0,True,1,1,Returning_Visitor,Nov,4,15,2,2,5,True
0.028571429,0.071428571,0.0,0.0,False,2,3,Returning_Visitor,Mar,6,7,0,1,0,False
0.0,0.007835821,0.0,0.0,False,2,2,New_Visitor,Nov,1,69,0,8,0,False
0.0,0.0145,0.0,0.8,True,2,3,Returning_Visitor,Feb,7,20,0,4,0,False
0.004195804,0.014489415,0.0,0.0,True,2,2,Returning_Visitor,Nov,1,143,0,1,1,False
0.0,0.044444444,0.0,0.0,False,8,1,Returning_Visitor,Aug,1,8,0,2,2,False
0.1,0.15,0.0,0.0,False,2,3,Returning_Visitor,Mar,3,4,0,1,0,False
0.0,0.018487395,18.26940096,0.0,True,2,3,New_Visitor,Nov,9,26,4,2,7,True
0.002631579,0.022549176,1.089771303,0.0,False,2,2,Returning_Visitor,May,4,67,3,3,12,False
0.004081633,0.014873664,21.02481633,0.2,False,2,3,Returning_Visitor,May,4,46,2,1,5,False
0.2,0.2,0.0,0.0,False,2,2,Returning_Visitor,Nov,9,1,0,1,0,False
0.15,0.166666667,0.0,0.4,False,1,1,Returning_Visitor,May,3,12,0,3,0,False
0.0,0.041666667,0.0,0.0,False,5,2,Returning_Visitor,Dec,1,12,0,1,0,False
0.2,0.2,0.0,0.0,False,1,1,Returning_Visitor,May,1,1,0,3,0,False
0.01,0.041666667,0.0,0.0,True,2,3,Returning_Visitor,Dec,1,9,0,8,2,False
0.0,0.00627451,0.0,0.0,True,1,1,Returning_Visitor,Jul,2,17,0,4,5,False
0.0,0.007142857,0.0,0.0,False,2,1,New_Visitor,Nov,3,12,0,2,6,False
0.0,0.025,0.0,0.0,False,3,3,Returning_Visitor,Nov,1,5,0,10,3,False
0.007142857,0.016727891,46.53017511,0.0,False,2,2,Returning_Visitor,Mar,1,68,1,1,3,False
0.0,0.1,0.0,0.0,False,6,2,Returning_Visitor,Aug,1,1,0,3,1,False
0.0,0.033333333,0.0,0.0,False,4,2,New_Visitor,Sep,1,1,0,5,4,True
0.2,0.2,0.0,0.0,False,1,1,Returning_Visitor,Nov,8,2,0,1,0,False
0.004545455,0.009090909,0.0,0.0,True,2,3,Returning_Visitor,Dec,8,38,5,10,5,False
0.0,0.002,20.15710234,0.0,True,4,4,Returning_Visitor,Nov,1,61,0,2,1,True
0.0125,0.04,0.0,0.0,False,2,3,Returning_Visitor,Mar,3,16,0,3,0,False
0.068421053,0.077192982,6.624947368,0.6,False,2,3,Returning_Visitor,May,2,19,0,13,0,True
0.0,0.008695652,14.00979215,0.0,False,2,2,New_Visitor,Oct,9,22,0,2,0,True
0.066666667,0.044444444,0.0,0.0,False,2,3,Returning_Visitor,Aug,1,3,0,3,0,False
0.053333333,0.084722222,0.0,0.0,False,2,3,Returning_Visitor,May,1,12,1,15,0,False
0.0,0.1,0.0,0.0,False,1,1,Returning_Visitor,Mar,1,2,0,2,0,False
0.005342081,0.011832634,0.0,0.0,False,1,1,Returning_Visitor,Nov,3,95,4,2,0,False
0.011111111,0.058333333,0.0,0.0,False,2,2,Returning_Visitor,May,4,6,0,2,0,False
0.023529412,0.052941176,0.0,0.0,False,2,2,Returning_Visitor,Jul,2,16,0,4,0,False
0.007692308,0.038461538,13.43133991,0.0,False,1,1,Returning_Visitor,Dec,1,13,1,1,0,False
0.0,0.003225806,0.0,0.0,False,2,2,Returning_Visitor,Dec,3,59,0,1,7,False
0.0,0.1,0.0,0.0,True,1,1,Returning_Visitor,Dec,3,2,0,2,0,False
0.0,0.009195402,0.0,0.0,False,4,2,Returning_Visitor,Sep,1,27,0,2,8,False
0.0,0.028571429,0.0,0.0,False,1,4,Returning_Visitor,Mar,1,7,0,3,0,False
0.05,0.1,0.0,0.0,False,2,2,New_Visitor,Dec,9,4,0,2,0,False
0.028571429,0.085714286,0.0,0.0,False,2,2,Returning_Visitor,Nov,1,7,0,2,0,False
0.0,0.00625,0.0,0.0,False,5,2,Returning_Visitor,May,7,48,0,3,5,False
0.0,0.008333333,0.0,0.0,False,2,2,Returning_Visitor,Mar,1,12,0,10,0,False
0.0,0.013333333,0.0,0.0,True,2,2,Returning_Visitor,Dec,2,4,0,2,1,False
0.0,0.014285714,0.0,0.0,False,2,2,Returning_Visitor,Dec,1,14,0,3,0,False
0.002631579,0.017324561,0.0,0.0,False,2,2,Returning_Visitor,Mar,3,75,1,1,0,False
0.004790419,0.019256933,0.0,0.0,False,2,2,Returning_Visitor,Nov,1,162,7,1,0,False
0.025,0.045833333,5.24475,0.4,False,2,2,Returning_Visitor,May,1,24,0,13,1,False
0.12,0.120833333,0.0,0.0,False,2,3,Returning_Visitor,Nov,1,9,0,13,0,False
0.0,0.008333333,0.0,0.0,False,2,2,New_Visitor,May,1,10,2,3,7,False
0.0,0.012820513,56.35884615,0.0,True,2,4,Returning_Visitor,May,1,23,2,19,0,True
0.054545455,0.063636364,0.0,0.4,False,2,2,Returning_Visitor,May,2,11,0,4,0,False
0.004444444,0.015555556,0.0,0.0,False,5,2,Returning_Visitor,Mar,2,42,0,2,4,False
0.007894737,0.040131579,0.0,0.0,True,2,2,Returning_Visitor,Nov,1,35,3,2,0,False
0.028571429,0.057142857,0.0,0.0,False,4,2,Returning_Visitor,May,3,7,0,3,0,False
0.036842105,0.075814536,0.0,0.0,False,5,2,Returning_Visitor,June,1,38,0,1,0,False
0.000687831,0.012822843,3.451072113,0.0,False,2,2,Returning_Visitor,Nov,2,126,0,2,1,False
0.015151515,0.033760684,5.689554113,0.0,False,2,2,Returning_Visitor,May,1,24,4,7,8,False
0.0,0.018181818,0.0,0.0,False,4,2,New_Visitor,Nov,1,6,0,2,7,False
0.015277778,0.041369048,13.99708333,0.0,False,2,2,Returning_Visitor,May,6,66,0,6,9,True
0.016666667,0.051388889,0.0,0.0,False,4,2,Returning_Visitor,Nov,1,24,0,3,0,False
0.006837607,0.0220259,0.0,0.4,False,2,2,Returning_Visitor,May,3,115,0,13,4,False
0.016666667,0.052777778,0.0,0.0,False,2,2,Returning_Visitor,Nov,1,12,0,13,0,False
0.0,0.006666667,67.18378365,0.0,False,2,2,Returning_Visitor,Nov,1,30,0,6,1,True
0.036363636,0.072727273,0.0,0.0,False,2,3,Returning_Visitor,Nov,2,11,0,1,0,False
0.0,0.02,0.0,0.0,True,6,2,New_Visitor,Jul,1,6,3,3,5,False
0.0125,0.0125,0.0,0.0,True,2,3,Returning_Visitor,Aug,1,16,0,3,5,False
0.0,0.066666667,0.0,0.0,False,1,1,Other,Dec,4,3,0,3,0,False
0.0,0.015151515,0.0,0.0,True,2,2,New_Visitor,Dec,1,8,0,2,2,False
0.066666667,0.1,0.0,0.0,False,2,2,Returning_Visitor,Dec,3,3,0,2,0,False
0.0,0.044444444,0.0,0.0,False,2,3,New_Visitor,May,1,2,3,6,4,False
0.0,0.013333333,0.0,0.0,False,4,2,Returning_Visitor,Nov,1,17,0,2,0,False
0.0,0.013800705,0.0,0.0,False,2,2,Returning_Visitor,Mar,5,34,5,2,24,False
0.0,0.003636364,0.0,0.0,True,2,2,New_Visitor,Oct,2,50,2,2,4,False
0.02,0.04,0.0,0.0,False,4,2,Returning_Visitor,Nov,1,10,0,10,0,False
0.028065242,0.036927442,3.431210317,0.0,True,2,3,Returning_Visitor,May,1,104,7,2,15,False
0.010967742,0.036129032,0.0,0.0,False,2,3,Returning_Visitor,Nov,3,24,0,3,7,False
0.003225806,0.034331797,13.18078221,0.0,True,2,2,Returning_Visitor,Aug,1,59,0,2,3,False
0.0,0.00125,0.0,0.0,False,13,8,Other,Dec,9,32,0,20,5,False
0.0,0.014285714,17.85338057,0.0,False,4,2,Returning_Visitor,Dec,1,15,0,1,4,True
0.0,0.01875,0.0,0.4,False,2,3,Returning_Visitor,May,3,18,0,3,3,False
0.075,0.0875,0.0,0.0,False,2,3,Returning_Visitor,Nov,1,9,0,13,0,False
0.008333333,0.025,14.6895,0.6,False,5,2,Returning_Visitor,May,1,12,0,5,0,True
0.0,0.066666667,0.0,0.0,True,4,2,Returning_Visitor,Mar,3,3,0,1,0,False
0.039705882,0.059313725,0.0,0.0,False,2,3,Returning_Visitor,Aug,1,34,0,4,0,False
0.2,0.2,0.0,0.0,False,4,2,Returning_Visitor,Nov,3,1,0,1,0,False
0.0,0.041666667,62.86831138,0.0,False,2,2,Returning_Visitor,Nov,1,11,1,1,1,True
0.0,0.018181818,40.4014481,0.0,False,6,2,New_Visitor,Dec,1,12,0,6,0,True
0.0,0.016666667,0.0,0.0,False,2,2,New_Visitor,Nov,7,10,0,2,5,False
0.01025641,0.02039072,0.0,0.0,False,2,1,Returning_Visitor,Jul,1,39,0,4,0,False
0.003508772,0.010526316,70.33953705,0.0,False,6,2,Returning_Visitor,Nov,1,54,0,3,3,True
0.002678571,0.020699598,7.180348301,0.0,False,1,1,Returning_Visitor,Nov,3,45,0,10,17,True
0.018181818,0.054545455,0.0,0.0,False,2,2,Returning_Visitor,May,2,12,0,1,0,False
0.2,0.2,0.0,0.0,True,2,2,Returning_Visitor,May,1,1,0,13,0,False
0.028955224,0.038335618,0.0,0.0,False,2,3,Returning_Visitor,Dec,8,66,0,1,2,False
0.020689655,0.042528736,0.0,0.0,False,5,2,Returning_Visitor,Mar,2,28,1,1,0,False
0.0,0.0125,44.67925,0.0,False,2,2,Returning_Visitor,Mar,1,14,1,7,2,True
0.057142857,0.085714286,0.0,0.0,False,2,3,Returning_Visitor,Mar,8,7,0,1,0,False
0.0,0.004545455,0.0,0.0,False,4,2,Returning_Visitor,May,9,12,0,5,0,False
0.0,0.013301282,0.0,0.0,False,2,2,New_Visitor,Nov,3,50,0,8,2,False
0.00952381,0.016825397,17.39171429,0.0,True,2,3,Returning_Visitor,May,3,20,0,3,8,True
0.0,0.0375,0.0,0.0,True,1,1,New_Visitor,May,1,5,1,3,4,False
0.008333333,0.007777778,19.64189593,0.0,False,2,3,Returning_Visitor,Nov,6,43,1,5,7,False
0.2,0.2,0.0,0.0,False,1,1,Returning_Visitor,May,4,1,0,3,0,False
0.012571429,0.044761905,0.0,0.0,False,2,2,Returning_Visitor,Mar,6,35,0,1,0,False
0.006666667,0.011684359,0.0,0.0,False,1,1,Returning_Visitor,June,3,36,0,2,0,False
0.019047619,0.018594104,0.0,0.0,True,2,3,Returning_Visitor,Oct,1,16,2,5,4,False
0.0,0.001169591,0.0,0.0,False,2,1,Returning_Visitor,May,4,21,0,2,1,False
0.015819209,0.038418079,0.0,0.0,False,5,2,Returning_Visitor,Nov,1,58,1,1,0,True
0.044444444,0.046666667,11.12205139,0.0,False,2,3,Returning_Visitor,Oct,3,6,1,7,2,False
0.028571429,0.064285714,0.0,0.0,False,2,2,Returning_Visitor,Dec,6,7,0,3,0,False
0.025,0.04375,0.0,0.0,False,2,3,Returning_Visitor,Nov,4,8,0,10,0,False
0.011764706,0.014705882,0.0,0.0,False,2,3,Returning_Visitor,May,6,16,2,13,4,False
0.2,0.2,0.0,0.0,False,2,3,Returning_Visitor,Nov,4,2,0,13,0,False
0.0,0.003153153,37.05600958,0.0,False,2,2,Returning_Visitor,Nov,3,32,0,2,8,True
0.2,0.2,0.0,0.0,True,2,3,Returning_Visitor,Nov,1,2,0,13,0,False
0.006666667,0.02,0.0,0.0,False,2,3,Returning_Visitor,May,6,31,0,13,5,False
0.0,0.017118644,40.65671234,0.0,False,1,1,Returning_Visitor,Nov,1,52,0,2,11,False
0.058181818,0.069393939,39.038442,0.0,False,2,2,Returning_Visitor,Dec,3,23,0,2,0,False
0.000641026,0.00210649,0.847337986,0.0,False,2,2,Returning_Visitor,June,1,99,3,7,10,True
0.0,0.057142857,0.0,0.0,False,1,4,Returning_Visitor,May,3,7,0,3,0,False
0.0,0.002724518,0.0,0.0,False,6,2,Returning_Visitor,Nov,1,52,2,1,1,False
0.0,0.025,0.0,0.0,True,1,1,New_Visitor,Mar,4,6,0,2,2,False
0.028571429,0.032653061,0.0,0.0,False,1,1,Returning_Visitor,May,1,7,0,3,0,False
0.0,0.02,0.0,0.0,False,2,2,Returning_Visitor,Mar,9,10,0,2,0,False
0.033333333,0.1,0.0,0.6,False,2,2,Returning_Visitor,May,4,6,0,6,0,False
0.064285714,0.1,0.0,0.6,False,1,4,Returning_Visitor,May,4,14,0,1,0,False
0.006779661,0.034387947,0.0,0.0,True,5,2,Returning_Visitor,Dec,3,59,0,2,2,False
0.018181818,0.03030303,20.74935126,0.0,False,1,1,Returning_Visitor,Nov,4,9,0,2,0,True
0.0,0.020512821,0.0,0.0,True,1,1,Returning_Visitor,May,7,27,0,2,0,False
0.0,0.011330049,0.0,0.0,False,4,2,Returning_Visitor,Mar,1,29,0,6,3,False
0.0,0.021875,19.9656361,0.0,False,4,2,Returning_Visitor,Sep,3,32,0,4,1,True
0.016666667,0.041666667,0.0,0.0,True,2,3,Returning_Visitor,Nov,3,6,0,2,0,False
0.2,0.2,0.0,0.0,False,2,3,Returning_Visitor,May,6,5,0,13,0,False
0.003703704,0.063333333,12.1360201,0.0,True,2,2,Returning_Visitor,Jul,5,15,2,3,2,False
0.0,0.04,35.49,0.0,False,2,2,Returning_Visitor,Mar,3,6,0,1,0,True
0.013333333,0.048666667,0.0,0.0,False,2,2,Returning_Visitor,Dec,2,8,0,6,7,False
0.0,0.011904762,0.0,0.0,False,2,2,Returning_Visitor,Mar,1,19,0,1,4,False
0.010344828,0.02183908,0.0,0.0,False,2,3,Returning_Visitor,Oct,1,29,0,13,0,False
0.0,0.019047619,0.0,0.0,False,2,3,Returning_Visitor,Nov,1,12,0,3,0,False
0.028571429,0.057142857,0.0,0.0,False,5,2,Returning_Visitor,Mar,2,7,0,10,0,False
0.013636364,0.025762987,0.0,0.0,False,1,1,Returning_Visitor,Nov,1,43,0,1,1,False
0.008325792,0.02329814,4.789722625,0.0,True,2,2,Returning_Visitor,Nov,2,222,0,1,0,False
0.0,0.042105263,0.0,0.8,False,2,2,Returning_Visitor,May,4,19,0,6,0,False
0.000176367,0.010885984,3.801288988,0.0,False,2,2,Returning_Visitor,Nov,1,155,0,6,8,True
0.2,0.2,0.0,0.0,False,1,1,Returning_Visitor,May,3,1,0,15,0,False
0.05,0.066666667,0.0,0.0,False,2,3,Returning_Visitor,Nov,3,4,0,2,0,False
0.004494382,0.012081072,0.0,0.0,True,1,1,Returning_Visitor,Nov,1,82,6,2,4,False
0.060416667,0.063690476,0.0,0.0,True,2,3,Returning_Visitor,Sep,2,16,0,3,0,False
0.003076923,0.024062504,2.122731861,0.0,False,4,2,Returning_Visitor,Nov,1,187,0,2,6,False
0.0,0.002197802,0.0,0.0,False,2,3,New_Visitor,Nov,3,14,0,6,0,False
0.0,0.044444444,0.0,0.0,False,2,2,Returning_Visitor,Mar,4,6,0,3,0,False
0.0625,0.11875,0.0,0.0,True,2,3,Returning_Visitor,Aug,4,4,0,1,0,False
0.022222222,0.014814815,0.0,0.0,False,2,3,Returning_Visitor,Dec,4,8,0,2,5,False
0.0,0.061688312,0.0,0.0,False,2,3,Returning_Visitor,Mar,1,12,0,6,0,False
0.005555556,0.034027778,0.0,0.0,True,2,2,Returning_Visitor,Jul,7,71,0,1,1,False
0.0,0.008695652,32.80852174,0.0,False,1,1,New_Visitor,May,2,17,4,2,4,True
0.013580247,0.020440917,21.1162963,0.0,False,2,2,Returning_Visitor,May,8,23,4,1,1,False
0.0,0.04,0.0,0.0,True,1,1,Returning_Visitor,Nov,3,5,0,10,0,False
0.0,0.014285714,0.0,0.0,False,10,2,Returning_Visitor,May,8,11,0,2,6,False
0.2,0.2,0.0,0.0,False,2,2,Returning_Visitor,May,7,1,0,4,0,False
0.0,0.0,65.4726506,0.0,False,8,1,Returning_Visitor,Aug,4,15,0,1,5,True
0.1,0.116666667,0.0,0.2,False,2,3,Returning_Visitor,May,6,10,0,13,0,False
0.0,0.005263158,0.0,0.0,False,2,2,New_Visitor,Mar,4,37,0,8,1,False
0.0,0.066666667,0.0,0.0,False,1,1,Returning_Visitor,Nov,3,1,0,2,0,False
0.0,0.002040816,69.7132141,0.0,False,13,8,Other,Nov,9,15,0,20,1,False
0.0,0.014942529,11.9331881,0.0,True,1,1,New_Visitor,Dec,1,26,0,8,8,False
0.0,0.007692308,61.20406619,0.0,False,2,2,Returning_Visitor,Nov,2,24,0,10,4,True
0.025,0.053125,0.0,0.0,False,1,1,Returning_Visitor,Mar,3,16,0,3,2,False
0.0,0.011111111,0.0,0.0,False,4,2,New_Visitor,May,3,10,0,3,1,False
0.0,0.011111111,0.0,0.0,False,2,2,New_Visitor,Jul,1,17,0,2,4,False
0.0,0.057142857,0.0,0.0,False,2,4,Returning_Visitor,May,3,7,0,3,0,False
0.0,0.1,0.0,0.0,False,10,2,Returning_Visitor,Dec,9,4,0,1,0,False
0.0,0.025,0.0,0.0,False,2,2,New_Visitor,Dec,7,18,0,2,0,False
0.01,0.048333333,0.0,0.0,False,2,2,Returning_Visitor,Nov,7,21,0,3,0,False
0.0,0.02,0.0,0.0,False,2,3,New_Visitor,Mar,1,9,0,3,2,False
0.0,0.003921569,0.0,0.0,False,2,2,New_Visitor,Oct,1,18,0,2,1,False
0.022222222,0.055555556,0.0,0.0,False,4,2,Returning_Visitor,Nov,4,9,0,2,0,False
0.008695652,0.026449275,0.0,0.0,True,2,2,Returning_Visitor,Dec,3,46,0,2,0,False
0.028571429,0.071428571,0.0,0.8,False,1,1,Returning_Visitor,May,1,7,0,1,0,False
0.057142857,0.1,0.0,0.0,False,2,2,Returning_Visitor,Mar,4,7,0,1,0,False
0.016666667,0.033333333,0.0,0.2,False,1,4,Returning_Visitor,May,1,12,0,3,0,False
0.016666667,0.027777778,0.0,0.0,False,2,3,Returning_Visitor,Jul,4,12,0,3,0,False
0.0,0.033333333,0.0,0.0,False,13,8,Other,Dec,9,6,0,20,0,False
0.003921569,0.008309991,6.175932014,0.0,False,2,2,Returning_Visitor,Oct,1,96,0,3,10,False
0.001626016,0.014905149,0.0,0.0,True,2,2,Returning_Visitor,Nov,1,118,2,2,2,False
0.0,0.004761905,0.0,0.0,True,2,2,Returning_Visitor,Aug,8,20,0,1,3,False
0.0,0.004122807,0.0,0.0,False,2,4,Returning_Visitor,Nov,4,38,0,2,0,False
0.0,0.036363636,0.0,0.0,False,2,2,Returning_Visitor,Nov,7,11,0,2,2,False
