Var6,Var13,Var21,Var22,Var24,Var25,Var28,Var35,Var38,Var57,Var65,Var73,Var74,Var76,Var78,Var81,Var83,Var85,Var109,Var112,Var113,Var119,Var123,Var125,Var126,Var132,Var133,Var134,Var140,Var144,Var149,Var153,Var160,Var163,Var194,Var196,Var201,Var203,Var205,Var207,Var208,Var210,Var211,Var218,Var221,Var223,Var225,Var227,Var229,label
518.0,116.0,120.0,150.0,2.0,0.0,253.52,0.0,7034340.0,3.587695,36.0,32.0,0.0,1382400.0,0.0,248684.7,35.0,0.0,32.0,16.0,383514.8,480.0,84.0,70128.0,-28.0,0.0,3024000.0,0.0,80.0,9.0,604800.0,10219160.0,14.0,0.0,3,0,2,0,1,5,0,5,0,0,3,0,3,4,4,0
1134.0,132.0,196.0,245.0,12.0,184.0,200.0,0.0,0.0,6.040376,9.0,68.0,7.0,1603968.0,0.0,43086.9,5.0,10.0,80.0,104.0,312618.4,870.0,0.0,603.0,20.0,0.0,714785.0,528330.0,50.0,0.0,494081.0,2613864.0,14.0,257994.0,3,0,2,2,1,10,1,5,0,1,4,0,0,2,1,1
1351.0,1012.0,240.0,300.0,8.0,48.0,166.56,0.0,6588660.0,2.811152,45.0,62.0,21.0,661080.0,0.0,119222.4,25.0,10.0,64.0,56.0,396861.2,1210.0,102.0,1152.0,-30.0,0.0,2622355.0,240634.0,175.0,27.0,638484.0,9435480.0,40.0,1317594.0,3,0,2,0,0,8,0,5,0,1,6,0,0,1,4,1
2289.0,2028.0,268.0,335.0,22.0,56.0,166.56,0.0,0.0,2.163854,9.0,44.0,49.0,1450944.0,0.0,11846.31,0.0,20.0,152.0,280.0,-74155.6,905.0,0.0,257967.0,20.0,0.0,347285.0,26486.0,110.0,0.0,534135.0,1172776.0,30.0,174756.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,1
1064.0,48.0,172.0,215.0,2.0,56.0,186.64,0.0,6174240.0,5.277078,18.0,42.0,0.0,288392.0,0.0,166431.9,30.0,8.0,48.0,8.0,420920.0,495.0,90.0,1233.0,-30.0,0.0,1303300.0,1093044.0,520.0,9.0,45395.0,10315000.0,20.0,1171686.0,3,0,2,0,1,10,0,5,0,1,4,4,3,2,4,1
140.0,16.0,64.0,80.0,0.0,48.0,66.88,0.0,0.0,3.032258,9.0,148.0,0.0,11824.0,0.0,7195.62,0.0,0.0,8.0,8.0,-1745644.0,265.0,0.0,35757.0,4.0,0.0,63500.0,30924.0,0.0,18.0,0.0,118560.0,18.0,0.0,1,0,1,0,1,10,0,5,0,1,4,0,1,2,4,0
1120.0,240.0,140.0,175.0,0.0,40.0,20.08,0.0,5227506.0,5.051698,18.0,36.0,189.0,3451648.0,0.0,173291.7,15.0,2.0,40.0,48.0,168704.8,560.0,66.0,6381.0,-30.0,0.0,3372310.0,792046.0,1000.0,18.0,0.0,10760040.0,18.0,475224.0,3,0,2,0,1,10,0,5,0,1,4,3,3,2,4,1
1015.0,4176.0,188.0,235.0,4.0,80.0,320.4,0.0,5698062.0,2.919462,9.0,138.0,28.0,1681424.0,0.0,189480.6,20.0,4.0,48.0,64.0,270320.0,595.0,78.0,19557.0,-20.0,0.0,1486540.0,1366850.0,6720.0,18.0,638953.0,10449880.0,20.0,1036800.0,1,0,1,1,1,10,0,5,1,1,4,0,1,2,0,0
119.0,0.0,4.0,5.0,0.0,0.0,220.08,0.0,0.0,3.841914,9.0,22.0,0.0,0.0,0.0,13644.51,0.0,2.0,8.0,0.0,-7160.0,75.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,31476.0,0.0,47214.0,3,0,2,0,2,10,0,5,0,1,4,0,3,2,4,1
4480.0,428.0,148.0,185.0,2.0,24.0,220.08,0.0,4063686.0,3.921171,9.0,30.0,21.0,2073600.0,0.0,15873.48,30.0,4.0,48.0,24.0,542896.0,550.0,54.0,16398.0,4.0,0.0,4212810.0,366196.0,65.0,0.0,604800.0,10248200.0,28.0,1036800.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,0
3038.0,380.0,844.0,1055.0,22.0,280.0,166.56,0.0,0.0,1.270669,9.0,40.0,182.0,177096.0,0.0,1897.566,5.0,28.0,264.0,368.0,23556.72,2865.0,0.0,6606.0,-28.0,0.0,331380.0,36068.0,175.0,0.0,64771.0,456148.0,230.0,45444.0,3,0,2,0,1,10,0,5,0,1,4,4,3,2,4,0
126.0,0.0,232.0,290.0,4.0,80.0,186.64,15.0,6392640.0,0.556505,27.0,14.0,0.0,4709104.0,9.0,127697.7,15.0,4.0,48.0,56.0,-42.7144,380.0,114.0,0.0,-30.0,48.0,3393040.0,159410.0,0.0,0.0,81060.0,10420640.0,34.0,69480.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
3731.0,0.0,756.0,945.0,0.0,312.0,186.64,0.0,2366370.0,1.073489,9.0,78.0,0.0,1566368.0,0.0,15899.91,40.0,0.0,8.0,96.0,306711.6,980.0,72.0,81.0,-30.0,0.0,2135465.0,276628.0,120.0,27.0,0.0,4841960.0,236.0,0.0,1,0,1,0,3,10,0,5,0,1,4,0,2,2,4,1
994.0,4480.0,276.0,345.0,4.0,232.0,166.56,0.0,45384.0,2.884426,27.0,132.0,231.0,252288.0,0.0,4950.99,0.0,4.0,40.0,64.0,-1699876.0,885.0,42.0,28566.0,-20.0,0.0,220470.0,124354.0,8530.0,9.0,74193.0,604472.0,46.0,34482.0,3,0,2,0,1,10,0,5,1,1,4,0,0,2,1,0
539.0,116.0,240.0,300.0,10.0,160.0,186.64,0.0,481848.0,3.95471,9.0,86.0,35.0,2094984.0,0.0,14112.33,5.0,8.0,56.0,56.0,-817588.0,765.0,30.0,71622.0,4.0,0.0,774020.0,317904.0,2155.0,18.0,1779176.0,3366084.0,46.0,947898.0,1,0,1,0,1,10,0,5,0,1,4,0,2,2,0,1
1183.0,0.0,196.0,245.0,8.0,88.0,166.56,0.0,52026.0,5.280068,9.0,80.0,0.0,64128.0,0.0,15559.26,0.0,2.0,56.0,64.0,-397796.8,1585.0,18.0,378.0,-30.0,0.0,168810.0,34904.0,0.0,27.0,1974.0,281236.0,52.0,14448.0,3,0,2,0,2,9,0,5,0,1,6,0,0,1,4,1
847.0,224.0,176.0,220.0,6.0,24.0,249.6,0.0,3768312.0,0.781457,18.0,52.0,42.0,438280.0,0.0,26503.74,30.0,6.0,40.0,16.0,72846.8,990.0,66.0,4680.0,4.0,0.0,4430230.0,282450.0,185.0,27.0,2485000.0,10482240.0,38.0,2320800.0,1,0,1,0,1,10,0,5,0,0,4,0,1,2,0,0
609.0,0.0,144.0,180.0,0.0,16.0,349.28,0.0,7149720.0,6.355907,9.0,22.0,0.0,1422152.0,0.0,120687.9,40.0,0.0,40.0,24.0,313976.0,1160.0,84.0,0.0,-30.0,0.0,2724150.0,198294.0,0.0,9.0,0.0,10637080.0,18.0,0.0,3,0,2,0,1,10,0,5,1,0,4,0,3,2,4,0
749.0,12.0,332.0,415.0,2.0,264.0,214.64,0.0,5521080.0,0.8605,9.0,36.0,0.0,5608.0,9.0,117028.8,25.0,10.0,32.0,8.0,-672668.0,425.0,66.0,4554.0,10.0,24.0,570075.0,127724.0,110.0,0.0,354403.0,6401280.0,56.0,417306.0,3,0,2,0,1,10,0,5,0,0,4,4,3,2,4,0
1372.0,28.0,208.0,260.0,14.0,80.0,166.56,0.0,3691722.0,5.627644,9.0,50.0,7.0,1136720.0,0.0,57171.3,5.0,22.0,104.0,48.0,642892.0,675.0,54.0,5400.0,24.0,0.0,2381280.0,581170.0,375.0,0.0,742175.0,7984520.0,30.0,2313066.0,3,0,2,0,1,5,0,5,0,1,3,0,0,4,4,1
147.0,0.0,24.0,30.0,0.0,16.0,264.0,0.0,0.0,1.749626,18.0,18.0,0.0,0.0,0.0,300678.0,10.0,0.0,16.0,0.0,45252.4,380.0,0.0,0.0,-8.0,0.0,6048000.0,654808.0,0.0,9.0,0.0,10986440.0,4.0,0.0,3,0,2,0,1,10,0,5,1,1,4,4,3,2,4,0
6055.0,1912.0,2504.0,3130.0,64.0,952.0,378.48,5.0,6353340.0,4.632344,45.0,148.0,21.0,1569424.0,0.0,23570.22,85.0,124.0,640.0,1176.0,1318416.0,7750.0,210.0,53685.0,4.0,8.0,2529615.0,627422.0,65.0,18.0,486213.0,10586520.0,492.0,642000.0,1,0,1,0,1,10,0,5,0,0,4,1,1,2,0,0
910.0,524.0,172.0,215.0,2.0,72.0,99.68,0.0,0.0,4.082461,9.0,104.0,0.0,43664.0,0.0,3683.88,0.0,8.0,24.0,32.0,2794.716,735.0,0.0,40095.0,30.0,0.0,229320.0,26986.0,1530.0,9.0,11291.0,288120.0,52.0,43290.0,3,0,2,0,1,5,0,5,0,1,3,0,0,4,4,1
798.0,3548.0,136.0,170.0,6.0,88.0,166.56,0.0,2680938.0,6.776544,9.0,66.0,280.0,1456632.0,0.0,105247.8,5.0,8.0,48.0,56.0,-39307.56,580.0,36.0,19764.0,-30.0,0.0,1120790.0,475884.0,530.0,0.0,142821.0,5303840.0,10.0,891360.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,0,1
378.0,1888.0,140.0,175.0,8.0,24.0,200.0,0.0,253542.0,2.495407,9.0,88.0,357.0,1459936.0,0.0,33584.1,0.0,4.0,48.0,64.0,255216.4,445.0,6.0,621.0,64.0,0.0,3600665.0,74248.0,1120.0,0.0,140042.0,3944912.0,42.0,25332.0,1,0,1,0,1,10,0,5,0,0,4,3,1,2,0,0
441.0,796.0,240.0,300.0,0.0,80.0,419.76,0.0,5109594.0,0.404187,9.0,134.0,7.0,0.0,3.0,18737.16,20.0,0.0,16.0,0.0,-312026.8,730.0,84.0,32013.0,-30.0,16.0,1342830.0,190818.0,415.0,9.0,0.0,6244680.0,64.0,0.0,3,0,2,0,2,10,0,5,0,0,4,0,0,2,0,0
931.0,752.0,144.0,180.0,4.0,72.0,166.56,0.0,33390.0,1.046571,18.0,70.0,28.0,1143296.0,0.0,28202.52,0.0,4.0,24.0,72.0,-29293.84,565.0,36.0,2412.0,22.0,0.0,741235.0,117218.0,75.0,0.0,132622.0,1455748.0,20.0,51624.0,3,0,2,0,1,8,0,5,0,0,6,0,0,1,1,1
602.0,8.0,132.0,165.0,4.0,8.0,220.08,0.0,2419698.0,4.472121,9.0,30.0,7.0,3783032.0,0.0,229388.4,10.0,0.0,32.0,48.0,44992.4,495.0,42.0,297.0,-6.0,0.0,7127500.0,158410.0,20.0,0.0,1009589.0,10214680.0,34.0,0.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
2555.0,120.0,232.0,290.0,4.0,136.0,166.56,0.0,65682.0,2.147191,9.0,68.0,0.0,1168160.0,0.0,26695.41,25.0,16.0,88.0,96.0,54154.8,1305.0,18.0,333.0,-30.0,0.0,834820.0,787136.0,135.0,27.0,375123.0,3467752.0,26.0,838536.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,4,1
413.0,0.0,256.0,320.0,6.0,272.0,210.0,0.0,18678.0,0.543687,9.0,16.0,0.0,170744.0,0.0,5157.09,10.0,24.0,64.0,72.0,-44209.2,865.0,18.0,0.0,-30.0,0.0,17655.0,150326.0,0.0,0.0,67879.0,519568.0,8.0,148908.0,3,0,2,0,2,10,0,5,0,0,4,0,3,2,4,1
196.0,0.0,136.0,170.0,2.0,32.0,253.52,0.0,5227200.0,2.977996,18.0,18.0,0.0,2828728.0,0.0,226908.3,15.0,2.0,32.0,40.0,66175.6,490.0,66.0,0.0,-28.0,0.0,3771280.0,633600.0,0.0,0.0,554400.0,10435840.0,20.0,475200.0,3,0,2,0,2,5,0,5,0,1,3,0,3,0,4,0
1568.0,7472.0,132.0,165.0,4.0,24.0,166.56,0.0,209892.0,0.136509,18.0,172.0,322.0,368648.0,0.0,13640.01,5.0,2.0,32.0,48.0,-36520.92,1055.0,48.0,10971.0,14.0,0.0,384700.0,17688.0,1035.0,18.0,54523.0,676564.0,28.0,11448.0,3,0,2,2,0,4,1,5,0,1,6,0,0,3,0,1
567.0,1196.0,116.0,145.0,2.0,88.0,166.56,0.0,1518.0,2.866909,18.0,60.0,322.0,152656.0,0.0,6291.15,0.0,4.0,8.0,96.0,9760.44,515.0,6.0,1134.0,36.0,0.0,16295.0,48052.0,9825.0,0.0,74137.0,241292.0,6.0,82218.0,1,0,1,0,2,10,0,5,0,0,4,0,1,2,4,0
2268.0,2460.0,436.0,545.0,18.0,376.0,166.56,0.0,0.0,1.731895,9.0,130.0,1141.0,451848.0,0.0,4053.78,0.0,18.0,128.0,192.0,90063.6,1280.0,0.0,8901.0,-30.0,0.0,160565.0,212140.0,6865.0,9.0,159978.0,829416.0,58.0,76140.0,1,0,1,0,1,10,0,5,0,0,4,4,1,2,0,1
2709.0,3960.0,668.0,835.0,18.0,520.0,133.12,0.0,505038.0,4.265969,27.0,74.0,413.0,811160.0,0.0,9427.229,10.0,28.0,152.0,264.0,17889.16,2080.0,42.0,23652.0,-30.0,0.0,717870.0,412266.0,8530.0,0.0,220388.0,2577092.0,92.0,256242.0,3,0,2,0,1,10,0,5,0,1,4,0,0,2,4,1
1064.0,0.0,216.0,270.0,0.0,160.0,195.6,0.0,39828.0,6.760307,9.0,160.0,0.0,0.0,0.0,13203.45,5.0,0.0,8.0,0.0,130582.4,420.0,24.0,117.0,-30.0,0.0,400065.0,293614.0,135.0,18.0,0.0,936908.0,58.0,0.0,1,0,1,0,1,10,0,5,0,1,4,0,1,2,1,1
1043.0,4308.0,172.0,215.0,2.0,56.0,245.76,0.0,2536542.0,1.281777,45.0,60.0,70.0,1880304.0,0.0,155125.5,15.0,10.0,40.0,24.0,-47173.2,580.0,42.0,12150.0,36.0,0.0,4843370.0,903564.0,12215.0,0.0,554414.0,10292920.0,36.0,1544226.0,3,0,2,0,0,10,0,5,0,1,4,3,0,2,4,0
693.0,4592.0,308.0,385.0,0.0,120.0,193.28,0.0,0.0,3.390515,27.0,126.0,175.0,247576.0,0.0,18432.09,0.0,0.0,0.0,56.0,28746.72,1450.0,0.0,23499.0,46.0,0.0,2428060.0,88052.0,455.0,9.0,0.0,2242340.0,110.0,0.0,3,0,2,0,1,4,0,5,0,1,6,0,0,3,1,0
749.0,5332.0,140.0,175.0,0.0,0.0,286.96,0.0,5914968.0,0.212134,9.0,208.0,476.0,2764800.0,0.0,218755.8,15.0,2.0,32.0,32.0,119899.2,520.0,72.0,134550.0,50.0,0.0,4788715.0,0.0,165.0,45.0,0.0,10510880.0,30.0,476094.0,3,0,2,0,1,4,0,5,0,1,6,1,0,3,1,0
6713.0,120.0,1388.0,1735.0,28.0,1056.0,333.76,0.0,4387752.0,4.612903,18.0,30.0,0.0,4214184.0,0.0,18585.06,220.0,96.0,344.0,88.0,340605.2,3505.0,372.0,756.0,6.0,0.0,4391175.0,443410.0,270.0,0.0,170380.0,10273520.0,100.0,467508.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,1
2247.0,1100.0,236.0,295.0,0.0,192.0,233.44,0.0,170184.0,6.388592,9.0,74.0,7.0,2128520.0,0.0,26886.51,10.0,10.0,48.0,104.0,33858.0,1165.0,54.0,3969.0,-30.0,0.0,545940.0,230954.0,4240.0,18.0,0.0,2192240.0,12.0,155250.0,1,0,1,0,0,10,0,5,0,0,4,0,1,2,0,1
1582.0,0.0,644.0,805.0,26.0,464.0,166.56,0.0,894.0,2.795557,9.0,20.0,0.0,740120.0,0.0,4965.3,0.0,58.0,240.0,272.0,-56254.0,2415.0,6.0,0.0,4.0,0.0,310875.0,214072.0,0.0,9.0,261576.0,1223176.0,78.0,263514.0,3,0,2,0,1,5,0,5,0,1,3,0,3,4,4,1
133.0,0.0,48.0,60.0,0.0,0.0,166.56,0.0,8891640.0,4.500961,9.0,20.0,0.0,0.0,0.0,386358.0,0.0,0.0,0.0,0.0,70355.2,155.0,24.0,0.0,-30.0,0.0,4824165.0,0.0,0.0,0.0,0.0,9787120.0,16.0,0.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,1
14.0,0.0,180.0,225.0,0.0,184.0,20.08,0.0,501966.0,6.646229,9.0,50.0,0.0,2053344.0,12.0,111331.8,5.0,0.0,16.0,8.0,-270354.4,225.0,18.0,0.0,-30.0,40.0,4507650.0,68118.0,0.0,0.0,0.0,6679920.0,34.0,0.0,1,0,1,0,1,4,0,5,0,1,6,0,1,3,0,1
756.0,168.0,156.0,195.0,0.0,80.0,133.12,0.0,0.0,5.612904,9.0,108.0,7.0,166312.0,0.0,3769.41,0.0,4.0,0.0,56.0,11760.16,635.0,0.0,14112.0,-2.0,0.0,242820.0,29206.0,10.0,9.0,0.0,342876.0,40.0,10578.0,3,0,2,0,1,10,0,5,0,2,4,0,3,2,4,0
2219.0,16.0,132.0,165.0,0.0,0.0,220.08,0.0,11213520.0,1.158086,9.0,30.0,0.0,87640.0,0.0,67614.59,45.0,2.0,32.0,8.0,111280.4,505.0,132.0,2124.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,10587920.0,0.0,1644.0,3,0,2,2,1,10,1,5,0,1,4,0,3,2,4,1
1337.0,80.0,484.0,605.0,10.0,368.0,166.56,5.0,36018.0,2.576373,9.0,30.0,35.0,66432.0,0.0,5847.51,10.0,28.0,96.0,56.0,-8662.72,1250.0,102.0,21159.0,6.0,8.0,181215.0,101832.0,2140.0,0.0,23597.0,567796.0,70.0,213300.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,0
1470.0,3884.0,32.0,40.0,0.0,8.0,233.28,0.0,1975398.0,6.327494,36.0,174.0,182.0,4838400.0,0.0,58136.4,10.0,0.0,8.0,8.0,-132001.6,330.0,12.0,6084.0,-4.0,0.0,2850745.0,651062.0,1100.0,45.0,0.0,8770760.0,4.0,0.0,1,0,1,0,1,4,0,5,1,0,4,3,1,3,1,0
301.0,0.0,60.0,75.0,0.0,8.0,264.64,0.0,2344176.0,0.06473,9.0,20.0,0.0,483840.0,0.0,210082.5,10.0,2.0,8.0,32.0,-305767.6,470.0,12.0,0.0,-28.0,0.0,5388900.0,156.0,0.0,9.0,0.0,7803320.0,10.0,1899858.0,3,0,2,0,1,10,0,5,0,0,4,0,3,2,4,0
1127.0,21176.0,180.0,225.0,4.0,128.0,167.68,0.0,734094.0,1.466353,9.0,172.0,1701.0,1134752.0,0.0,115398.9,5.0,4.0,24.0,40.0,-749080.0,675.0,42.0,8775.0,34.0,0.0,1748220.0,1353988.0,12590.0,27.0,706664.0,5743160.0,28.0,814908.0,3,0,2,0,2,10,0,5,0,1,4,0,0,2,1,0
469.0,28.0,80.0,100.0,0.0,32.0,133.12,0.0,0.0,3.18949,9.0,58.0,7.0,22896.0,0.0,4105.02,0.0,4.0,8.0,8.0,-1752096.0,230.0,0.0,4437.0,-18.0,0.0,58620.0,7418.0,35.0,0.0,0.0,75668.0,26.0,3732.0,1,0,1,0,0,10,0,5,1,1,4,0,2,2,1,0
581.0,572.0,60.0,75.0,10.0,16.0,179.92,0.0,518400.0,4.944457,18.0,40.0,0.0,32912.0,0.0,9083.46,0.0,0.0,48.0,48.0,-199053.2,130.0,6.0,691083.0,-30.0,0.0,51585.0,3562.0,1265.0,0.0,28273.0,410448.0,12.0,0.0,3,0,2,0,2,10,0,5,0,0,4,0,3,2,4,1
525.0,780.0,196.0,245.0,12.0,112.0,200.0,0.0,0.0,4.42555,9.0,54.0,49.0,262912.0,0.0,12642.63,0.0,14.0,72.0,88.0,22140.44,415.0,0.0,47475.0,30.0,0.0,262165.0,96356.0,90.0,9.0,66633.0,603964.0,34.0,105096.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,4,1
791.0,3792.0,156.0,195.0,0.0,48.0,173.2,0.0,7138860.0,1.977996,45.0,184.0,175.0,692400.0,0.0,207371.1,45.0,14.0,64.0,16.0,313538.0,740.0,84.0,18810.0,-30.0,0.0,214460.0,1036800.0,2005.0,18.0,0.0,9955320.0,2.0,745584.0,1,0,1,0,1,4,0,5,0,0,6,3,1,3,0,1
63.0,0.0,20.0,25.0,0.0,16.0,66.88,0.0,0.0,1.121128,9.0,84.0,14.0,0.0,0.0,2777.142,0.0,0.0,0.0,0.0,-1586532.0,40.0,0.0,3609.0,-22.0,0.0,17610.0,2184.0,330.0,0.0,0.0,18456.0,6.0,0.0,1,0,1,0,2,4,0,5,1,0,6,0,1,3,0,0
973.0,2292.0,156.0,195.0,0.0,32.0,259.76,0.0,6808800.0,5.538774,18.0,136.0,462.0,1457808.0,0.0,131052.6,10.0,14.0,40.0,32.0,40327.2,650.0,102.0,49428.0,-30.0,0.0,79780.0,80660.0,1120.0,9.0,0.0,7685880.0,10.0,2252148.0,3,0,2,0,1,4,0,5,0,1,2,0,0,3,0,1
1078.0,0.0,320.0,400.0,4.0,112.0,233.44,0.0,3235032.0,6.69921,9.0,24.0,0.0,620312.0,0.0,63440.1,30.0,10.0,56.0,24.0,-635132.0,1195.0,120.0,0.0,-30.0,0.0,2128705.0,995450.0,0.0,9.0,156100.0,7200920.0,64.0,1179426.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,4,1
889.0,1020.0,160.0,200.0,4.0,64.0,166.56,0.0,982386.0,3.552873,9.0,62.0,7.0,2951688.0,0.0,210555.3,20.0,4.0,32.0,64.0,86096.4,555.0,18.0,27918.0,-30.0,0.0,4641105.0,1324868.0,1050.0,0.0,1209600.0,10156320.0,30.0,1036800.0,3,0,2,0,1,10,0,5,0,1,4,3,0,2,1,1
1533.0,1232.0,184.0,230.0,10.0,96.0,275.52,0.0,2240814.0,6.669302,9.0,158.0,28.0,1165032.0,0.0,25612.05,5.0,6.0,56.0,80.0,-799960.0,955.0,24.0,28575.0,-22.0,0.0,3111955.0,287662.0,8000.0,27.0,157829.0,5408880.0,32.0,50322.0,1,0,1,0,1,5,0,5,1,0,3,0,1,4,0,0
658.0,0.0,132.0,165.0,0.0,24.0,240.56,0.0,9742980.0,3.595172,9.0,114.0,0.0,94632.0,0.0,149770.8,40.0,0.0,32.0,8.0,36279.16,500.0,114.0,522.0,4.0,0.0,70430.0,518400.0,5.0,18.0,0.0,10400560.0,4.0,0.0,3,0,2,0,1,10,0,3,0,1,4,0,3,2,4,0
77.0,0.0,32.0,40.0,0.0,48.0,220.08,0.0,0.0,6.38197,9.0,18.0,0.0,0.0,0.0,16214.28,0.0,0.0,0.0,0.0,-43834.0,170.0,0.0,0.0,4.0,0.0,76195.0,39762.0,0.0,9.0,0.0,140480.0,4.0,0.0,3,0,2,0,0,4,0,5,0,1,4,0,3,3,4,1
2870.0,1428.0,136.0,170.0,0.0,88.0,220.08,0.0,880842.0,2.651784,27.0,140.0,49.0,844136.0,0.0,45553.5,35.0,8.0,56.0,48.0,-526752.0,450.0,12.0,2610.0,-30.0,0.0,322930.0,222076.0,1240.0,27.0,0.0,3279528.0,8.0,573126.0,3,0,2,0,0,10,0,5,0,1,4,0,3,2,1,1
1113.0,528.0,200.0,250.0,2.0,192.0,166.56,0.0,0.0,0.17304,9.0,156.0,0.0,790096.0,0.0,11684.16,5.0,14.0,56.0,56.0,-375692.8,750.0,0.0,927.0,22.0,0.0,829165.0,184458.0,430.0,9.0,219464.0,1506644.0,22.0,101664.0,3,0,2,0,1,10,0,5,0,1,4,0,3,2,1,0
