s12,s13,s14,s15,s16,s21,s23,s24,s25,s26,s31,s32,s34,s35,s36,s41,s42,s43,s45,s46,s51,s52,s53,s54,s56,s61,s62,s63,s64,s65,label
-0.004261,0.00048,-0.00794,0.001121,-0.00058,-0.000444,0.001957,-0.002322,-0.000619,0.001134,-0.004434,-0.002017,-0.000229,1.6e-05,0.000904,-0.002549,-0.002067,-0.00048,0.000795,-0.000574,-0.000216,-0.000559,-0.003133,-0.006081,-0.000281,-0.000356,-0.000193,-0.000718,0.003273,-0.000372,0
-0.003408,0.001849,0.002997,0.003163,-0.001591,-0.000967,0.000866,0.000193,0.000424,0.000735,-0.006539,-0.002009,-0.000172,0.000478,7.7e-05,-0.003437,-0.002374,0.000231,0.000923,-0.001184,0.000299,-0.000799,-0.007547,-0.008241,-0.000548,-0.000316,-0.000573,-0.000799,0.004443,-0.001284,0
-0.003126,0.000359,0.000929,0.003023,-0.000328,-0.000902,0.000288,0.000386,-7.8e-05,0.000788,-0.004642,-0.00199,-0.000125,0.000713,-8.4e-05,-0.002192,-0.001959,0.000296,0.000909,-0.000493,7.5e-05,-0.0003,-0.003308,-0.005782,-0.000811,-0.000682,-0.000338,-0.000733,0.003612,-8.3e-05,1
-0.003238,0.000261,0.000949,0.00336,-0.000283,-0.001223,3.5e-05,0.000151,-7.9e-05,0.000921,-0.004449,-0.00211,-0.000107,1.8e-05,7.7e-05,-0.002596,-0.001896,-1.3e-05,0.000745,-0.000676,0.000426,-0.000378,-0.003394,-0.006519,-0.000739,-0.00055,-0.000396,-0.000791,0.00343,-0.000249,1
-0.003563,0.001493,0.00214,0.003842,0.000501,-0.001269,6.1e-05,0.000513,-0.000464,0.002022,-0.006027,-0.002453,-0.000323,-5.6e-05,-0.00026,-0.003942,-0.002468,0.000279,0.001066,-0.001447,-0.000106,-0.001064,-0.007381,-0.008341,-0.000387,-0.000306,-0.000616,-0.000837,0.00447,-0.001326,0
-0.004061,0.001924,0.002979,0.004083,-0.001269,-0.001201,0.000751,0.000149,0.000562,0.000667,-0.006181,-0.001499,-0.000119,0.00071,-0.000541,-0.003132,-0.002255,0.000773,0.001098,-0.001084,0.000257,-0.00089,-0.006634,-0.008019,-0.000709,-0.000297,-0.000555,-0.000721,0.00445,-0.001323,0
-0.00546,0.000461,-0.007271,0.001283,-9.6e-05,-0.00205,0.002426,-0.002485,-0.000386,0.001176,-0.004084,-0.002553,-0.000124,-0.000155,3.6e-05,-0.002786,-0.002091,2.5e-05,0.000853,-0.000756,0.000297,-0.000537,-0.003538,-0.006465,-0.000643,-0.000461,-0.000442,-0.000773,0.003426,-0.000398,1
-0.005254,-0.000183,-0.007991,0.001259,-0.00019,-0.001823,0.002522,-0.002439,-0.000753,0.001083,-0.004385,-0.002805,-0.000185,-6.6e-05,0.000302,-0.002922,-0.001806,-6e-05,0.000788,-0.0006,0.000169,-0.000572,-0.003348,-0.006163,-0.000451,-0.000298,-0.000378,-0.000691,0.003618,-0.000366,0
-0.003077,0.000758,0.000514,0.003288,0.000302,-0.000998,-0.000193,0.000283,-0.000536,0.001269,-0.004563,-0.002534,-0.000242,7e-06,9.2e-05,-0.002784,-0.002296,-7e-06,0.000722,-0.000525,0.000176,-0.0004,-0.003094,-0.006295,-0.001049,-0.00066,-0.000365,-0.000762,0.003419,-0.000216,1
-0.002956,0.000775,0.000323,0.003221,0.000307,-0.000101,-2.5e-05,0.000345,-0.000789,0.001372,-0.004181,-0.001999,-0.000234,9e-06,0.000235,-0.002731,-0.002217,-0.000153,0.000874,-0.000744,0.000221,-0.000576,-0.003197,-0.006219,-0.000607,-0.000501,-0.000275,-0.000834,0.003564,-0.00046,1
-0.004515,0.00213,0.002615,0.004351,-0.000339,-0.001119,0.000735,0.000633,0.000111,0.001381,-0.006002,-0.001991,-0.000117,0.000826,-0.000522,-0.002646,-0.00273,0.000713,0.00124,-0.001068,-0.000301,-0.000738,-0.006961,-0.007742,-0.001108,-0.000358,-0.000563,-0.001002,0.004621,-0.001105,1
-0.00278,0.000844,0.000147,0.003258,0.000307,1.1e-05,-4e-06,0.000462,-0.000745,0.001446,-0.004247,-0.001935,-0.000325,1.8e-05,0.000297,-0.002672,-0.002375,-0.000306,0.000935,-0.000747,0.000152,-0.000524,-0.003172,-0.006381,-0.000653,-0.000469,-0.000383,-0.000878,0.00349,-0.000542,1
-0.003136,0.000631,0.000434,0.003333,7.7e-05,0.000164,-0.000157,0.000455,-0.000575,0.001486,-0.004586,-0.002414,-0.000294,-1.1e-05,0.000272,-0.002665,-0.002412,-0.000147,0.000783,-0.000699,-4.7e-05,-0.000528,-0.002974,-0.006344,-0.000531,-0.000657,-9.9e-05,-0.000854,0.00359,-0.000532,0
-0.002724,-7e-05,0.000399,0.003145,0.000317,-0.000394,-2.7e-05,0.000529,-0.000295,0.000494,-0.003965,-0.002581,-0.000346,-9.8e-05,-0.000252,-0.002752,-0.002018,-9.6e-05,0.000926,-0.000418,-0.000191,-0.000573,-0.003028,-0.00589,-0.000742,-0.000407,-0.000377,-0.000952,0.003551,-0.000515,1
-0.002485,0.000251,0.00033,0.003635,0.00033,-0.000107,-0.000793,0.000466,-0.001088,0.001493,-0.003783,-0.001996,-0.000301,-0.000345,0.000999,-0.002133,-0.001674,-0.00057,0.000829,-0.000649,-0.000295,0.000242,-0.002701,-0.006165,-0.000747,-0.000725,2.5e-05,-0.000749,0.00326,-0.000225,1
-0.005165,3e-06,-0.006982,0.001517,-0.000334,-0.000727,0.001826,-0.002413,-0.000751,0.001109,-0.004145,-0.002048,-0.000278,1e-06,0.000918,-0.002489,-0.001989,-0.00037,0.000799,-0.000539,-0.00013,-0.000372,-0.002786,-0.005942,-0.000258,-0.000549,-4.4e-05,-0.000811,0.003449,-0.000653,0
-0.005155,0.000965,-0.007445,0.001154,-0.000439,-0.001996,0.002332,-0.002111,-0.000478,0.001312,-0.004786,-0.002275,-0.000244,0.000152,0.000113,-0.002669,-0.002224,-2.5e-05,0.000652,-0.00047,0.000187,-0.000377,-0.003001,-0.006245,-0.000971,-0.000844,-0.000485,-0.000756,0.00334,-8.5e-05,1
-0.003151,0.000841,0.000377,0.003369,-6.1e-05,0.000277,-0.000226,0.000419,-0.000562,0.001424,-0.004037,-0.00251,-0.000231,1.6e-05,0.000589,-0.002329,-0.002242,-0.000306,0.000812,-0.000605,6.9e-05,-0.000503,-0.002961,-0.006257,-0.000471,-0.000629,-0.000109,-0.000882,0.003521,-0.000578,0
-0.003047,0.000894,0.000274,0.00328,5e-05,0.000198,-0.000109,0.000411,-0.000689,0.001359,-0.003988,-0.002599,-0.00033,-1.8e-05,0.000413,-0.002422,-0.002235,-0.000304,0.000825,-0.000647,9.5e-05,-0.000497,-0.003063,-0.006453,-0.000619,-0.000476,-0.00024,-0.000872,0.003458,-0.000503,1
-0.002929,0.000178,0.000298,0.00346,5.1e-05,-0.000177,-0.000103,0.000488,-0.000498,0.000771,-0.003987,-0.002636,-0.00024,-3.3e-05,-0.00026,-0.002448,-0.0022,-8.7e-05,0.000931,-0.000548,3.4e-05,-0.000552,-0.00339,-0.006235,-0.000914,-0.000658,-0.000232,-0.001035,0.003689,-0.000299,1
-0.005207,0.000122,-0.00737,0.002023,-0.000524,-0.00126,0.002652,-0.002355,-0.000459,0.000907,-0.003673,-0.002324,-0.000259,-5.5e-05,-0.00022,-0.002291,-0.002172,-0.000267,0.000891,-0.000571,9.2e-05,-0.000763,-0.00336,-0.006202,-0.000957,-0.000631,-0.000255,-0.001068,0.003621,-0.000445,1
-0.002801,3e-05,0.000423,0.003937,-0.00014,-0.000271,0.000118,0.000473,-0.000439,0.000874,-0.003752,-0.002676,-0.000279,3.5e-05,-0.00039,-0.002414,-0.002245,-0.000295,0.000835,-0.0006,-2.7e-05,-0.000783,-0.003246,-0.006322,-0.000817,-0.000483,-0.000319,-0.000967,0.003603,-0.0004,1
-0.005185,0.000151,-0.007674,0.001372,-0.000476,-0.001156,0.002948,-0.002099,-0.000428,0.000851,-0.003913,-0.002526,-0.000267,-4.4e-05,-0.000122,-0.002536,-0.002167,-0.000288,0.000889,-0.000546,5.9e-05,-0.000725,-0.00301,-0.006465,-0.000925,-0.000607,-0.000177,-0.001002,0.003584,-0.000114,0
-0.004382,0.000322,-0.007662,0.001148,-5.4e-05,-0.001265,0.002289,-0.002408,-0.000691,0.00108,-0.004133,-0.002767,-0.000262,-5.5e-05,0.000454,-0.002819,-0.001967,-0.000329,0.000856,-0.00067,0.000227,-0.000699,-0.00339,-0.006077,-0.000477,-0.000375,-0.000423,-0.000724,0.003358,-0.000521,1
-0.004371,0.002215,0.002576,0.004842,-0.000237,-0.000905,0.00064,0.00053,-0.000233,0.001781,-0.005863,-0.001889,-0.000102,0.000704,5e-06,-0.002593,-0.002359,0.000577,0.00116,-0.001056,0.000114,-0.000437,-0.006876,-0.008615,-0.00084,-0.000644,-0.000541,-0.001028,0.004325,-0.000797,0
-0.002375,-2.1e-05,0.000778,0.00288,-0.00043,-0.001203,0.000162,0.000196,-7.5e-05,0.000691,-0.004294,-0.002503,-8.3e-05,0.000104,0.000167,-0.002683,-0.001517,-3e-05,0.000707,-0.000666,0.00047,-0.000498,-0.003322,-0.006094,-0.000512,-0.000335,-0.000398,-0.00066,0.003463,-0.00028,1
-0.004484,0.000161,-0.00702,0.002074,-0.000445,-0.000941,0.002108,-0.002413,-0.001013,0.001186,-0.003942,-0.002219,-0.000415,-2.1e-05,0.000664,-0.002281,-0.002089,-0.000486,0.000956,-0.000399,-0.000289,-0.000353,-0.003051,-0.005872,-0.00067,-0.000696,-0.000257,-0.000698,0.003543,-0.000555,1
-0.005004,0.000292,-0.007236,0.000489,-0.000113,-0.001417,0.002189,-0.001986,-0.00029,0.000444,-0.004391,-0.002597,-0.000447,-0.000169,-9.6e-05,-0.003269,-0.001712,0.000227,0.000849,-0.000423,-0.000183,-0.00049,-0.002717,-0.00613,-0.000586,-0.000407,-0.000301,-0.00096,0.003508,-0.000258,0
-0.003484,0.001742,0.002317,0.004314,0.000999,-0.000505,0.000369,0.000337,-8.7e-05,0.002049,-0.00618,-0.002202,-0.000216,9.6e-05,-3.7e-05,-0.003989,-0.002187,-3.5e-05,0.000841,-0.001398,-8.9e-05,-0.000731,-0.007624,-0.008498,-0.000384,-0.000427,-0.000476,-0.000727,0.004383,-0.001563,0
-0.005145,0.000556,-0.00703,0.001386,-0.000932,-0.002305,0.002761,-0.002981,0.000193,0.000989,-0.004525,-0.002376,-8.4e-05,-4.7e-05,8.5e-05,-0.002806,-0.002028,0.000168,0.000865,-0.000725,0.000252,-0.00026,-0.003244,-0.006369,-0.000567,-0.000435,-0.000403,-0.000842,0.003606,-0.000483,1
-0.005411,0.000581,-0.007486,0.001237,9.5e-05,-0.001734,0.002589,-0.002479,-0.000489,0.00126,-0.004266,-0.002485,-0.000176,-8.7e-05,9.7e-05,-0.002821,-0.002247,-0.000104,0.000894,-0.000702,0.000242,-0.000645,-0.003437,-0.006354,-0.000776,-0.000548,-0.000414,-0.000842,0.003448,-0.000361,1
-0.002587,0.002611,0.001457,0.004209,8.6e-05,0.000302,-7.2e-05,0.000792,-0.000464,0.002117,-0.005954,-0.001562,-0.000322,0.000126,0.000596,-0.003518,-0.0027,-0.000145,0.001045,-0.001199,-0.000254,-0.000833,-0.006886,-0.008832,-0.000496,-0.000482,-0.000556,-0.000647,0.004163,-0.001364,0
-0.005351,0.000729,-0.007279,0.001254,-0.000811,-0.001966,0.002468,-0.00233,-0.00016,0.001044,-0.004473,-0.002185,-0.000142,0.000127,-8e-06,-0.00255,-0.001931,2.6e-05,0.000729,-0.000598,0.00041,-0.000354,-0.003375,-0.006375,-0.000854,-0.000625,-0.000391,-0.000752,0.003307,-0.00022,1
-0.005559,0.00046,-0.007442,0.001791,-0.000546,-0.001386,0.00278,-0.002049,-0.000613,0.001066,-0.004234,-0.002563,-0.000266,0.000223,2.5e-05,-0.002018,-0.002224,4.8e-05,0.00086,-0.000555,8.7e-05,-0.000644,-0.003212,-0.006208,-0.000911,-0.000686,-0.000293,-0.000988,0.003435,-0.000177,1
-0.004118,0.000663,-0.007502,0.000742,-0.000141,-0.001373,0.002664,-0.002286,-0.000897,0.001276,-0.004375,-0.002089,-0.000261,2.8e-05,0.000573,-0.002868,-0.001661,-0.000343,0.000612,-0.000672,-0.000239,-0.000607,-0.003231,-0.00629,-0.000492,-0.000485,-0.000462,-0.000616,0.003666,-0.000111,0
-0.002167,0.002173,0.001304,0.00413,0.000308,6.7e-05,0.000155,0.000729,-0.000734,0.002166,-0.005742,-0.001458,-0.000529,0.000157,-0.000284,-0.003743,-0.002724,9.3e-05,0.000927,-0.001237,0.000196,-0.000686,-0.006728,-0.008391,-0.000851,-0.000391,-0.000725,-0.000849,0.004175,-0.001651,0
-0.002485,0.000698,0.000385,0.003621,-0.000184,-0.000287,-0.000488,0.000439,-0.000848,0.001263,-0.003717,-0.002108,-0.000359,-0.000104,0.000728,-0.002175,-0.001935,-0.000245,0.000891,-0.000694,-0.000342,-0.000124,-0.003169,-0.006059,-0.000645,-0.000986,-6.5e-05,-0.000819,0.003494,-0.000677,1
-0.00299,1.3e-05,0.0003,0.003327,0.000163,-0.000267,-8.5e-05,0.000591,-0.0004,0.000605,-0.003451,-0.003066,-0.000322,-0.00016,-0.000258,-0.002606,-0.001991,-0.000162,0.000929,-0.00051,-9.7e-05,-0.000583,-0.00309,-0.006413,-0.00099,-0.000539,-0.000292,-0.000927,0.003654,-0.000326,1
-0.005213,0.000489,-0.00725,0.001287,-0.000375,-0.001051,0.00199,-0.002235,-0.000646,0.001276,-0.004122,-0.002203,-0.000294,-0.000146,0.000748,-0.002388,-0.002269,-0.000214,0.00083,-0.000542,-0.000154,-0.000222,-0.002954,-0.006246,-0.000769,-0.00097,-1.8e-05,-0.000856,0.00332,-0.000552,0
-0.004617,0.000696,-0.007251,0.001809,-0.00025,-0.000642,0.001917,-0.002424,-0.000595,0.00118,-0.004114,-0.00235,-0.000301,-3.5e-05,0.000687,-0.002335,-0.002115,-0.000488,0.00083,-0.000469,-3.7e-05,-0.00034,-0.00302,-0.005884,-0.000371,-0.000434,-3.9e-05,-0.00075,0.003357,-0.000679,0
-0.004474,0.001033,0.002174,0.004705,-0.000281,-0.0011,0.000924,0.000542,-0.000172,0.001531,-0.006148,-0.002217,-8e-05,0.000849,-0.00027,-0.002914,-0.002625,0.000595,0.001184,-0.000958,-3.4e-05,-0.000662,-0.006997,-0.008053,-0.000778,-0.000457,-0.000512,-0.000937,0.004276,-0.001088,0
-0.00462,0.001421,0.002038,0.004277,-0.000453,-0.001647,0.000177,0.000463,-0.00036,0.001889,-0.006432,-0.002531,-0.000174,3.4e-05,-0.000365,-0.003776,-0.002223,0.000264,0.000892,-0.00121,0.000242,-0.000957,-0.007525,-0.008387,-0.000663,-0.000248,-0.000626,-0.000743,0.004403,-0.001155,0
-0.005379,9.5e-05,-0.007012,0.001213,-0.000505,-0.001794,0.003373,-0.002536,1e-06,0.000729,-0.003898,-0.002157,-0.00032,0.000559,-2.1e-05,-0.002237,-0.001957,-0.0001,0.000951,-0.000557,1e-06,-0.000624,-0.002891,-0.006039,-0.000424,-0.000267,-0.000381,-0.000809,0.003775,-0.00024,0
-0.002522,0.002718,0.001859,0.004766,0.000382,-7.1e-05,-1.8e-05,0.000622,-0.0005,0.002524,-0.005434,-0.001765,-0.00051,0.00013,-0.00031,-0.003639,-0.00291,0.000196,0.000905,-0.001184,0.000408,-0.000645,-0.006359,-0.00854,-0.000888,-0.000397,-0.000742,-0.000824,0.00398,-0.001685,0
-0.004335,-0.000575,-0.007339,0.001322,6.9e-05,-0.00102,0.001813,-0.002151,-0.001263,0.001232,-0.003812,-0.00203,-0.000377,-0.000211,0.000958,-0.002298,-0.001649,-0.000545,0.000811,-0.000685,-0.00053,6e-05,-0.002702,-0.00627,-0.000612,-0.000968,-0.000118,-0.000798,0.003634,-0.000278,0
-0.002405,0.00078,0.000272,0.003823,-0.000188,-6.4e-05,-0.000319,0.000524,-0.000748,0.001179,-0.004204,-0.001928,-0.000393,-1.2e-05,0.00072,-0.002453,-0.002195,-0.000305,0.000918,-0.000461,-0.00014,-0.00029,-0.00297,-0.006012,-0.000666,-0.000683,-0.000135,-0.000729,0.003562,-0.000588,0
-0.00479,0.000359,-0.007954,0.000944,2.3e-05,-0.001033,0.002065,-0.002515,-0.001073,0.001346,-0.003897,-0.002264,-0.000337,1.7e-05,0.000319,-0.00282,-0.002019,-0.000309,0.000881,-0.000721,0.000273,-0.000602,-0.002958,-0.006191,-0.000491,-0.000422,-0.000321,-0.000762,0.003311,-0.00065,0
-0.004185,0.001998,0.00315,0.004164,-0.001053,-0.0012,0.000754,9.8e-05,0.000524,0.000712,-0.006266,-0.002236,-0.000227,0.000709,-0.000601,-0.002875,-0.002165,0.000684,0.00109,-0.001146,2.9e-05,-0.000711,-0.006297,-0.007784,-0.000598,-0.000202,-0.000506,-0.000696,0.004491,-0.001658,0
-0.004949,0.00083,-0.007406,0.001441,-0.000419,-0.000597,0.002253,-0.002526,-0.000559,0.00124,-0.00451,-0.002124,-0.000358,5e-05,0.000711,-0.002388,-0.002324,-0.00032,0.000807,-0.000624,5.8e-05,-0.000338,-0.003147,-0.006,-0.000609,-0.000559,-0.000178,-0.000866,0.003538,-0.000676,1
-0.005201,0.000491,-0.007789,0.001344,-0.000188,-0.000749,0.00208,-0.00244,-0.000669,0.001373,-0.004243,-0.00218,-0.000328,6.7e-05,0.000503,-0.002722,-0.002287,-0.000305,0.000927,-0.00061,0.00028,-0.000405,-0.003257,-0.006125,-0.00036,-0.000332,-0.000303,-0.000763,0.003446,-0.000822,0
-0.004367,0.000108,-0.00729,0.000851,-0.000659,-0.001955,0.002649,-0.002493,-0.000381,0.00085,-0.004384,-0.002462,-0.000111,-8e-06,0.000207,-0.002916,-0.001658,-8.3e-05,0.000793,-0.000682,0.000341,-0.000482,-0.003371,-0.006212,-0.000413,-0.000283,-0.000355,-0.000719,0.003538,-0.000291,0
-0.003174,0.000364,0.000962,0.003306,-0.000628,-0.001127,-1.1e-05,0.000138,4e-05,0.000857,-0.004727,-0.001868,-0.00012,0.000373,-2.8e-05,-0.002464,-0.002014,0.000144,0.000671,-0.000635,0.000517,-0.000576,-0.003361,-0.006184,-0.000881,-0.000651,-0.000379,-0.000716,0.003373,-0.000142,1
-0.003683,0.001267,0.002429,0.003795,0.000197,-0.001613,0.000105,0.000547,-0.000332,0.001774,-0.006034,-0.003023,-0.00022,-0.000115,-0.00021,-0.003721,-0.002311,0.000236,0.001069,-0.001396,-0.0,-0.00099,-0.00727,-0.008341,-0.000481,-0.00024,-0.000678,-0.000836,0.004463,-0.001329,0
-0.005016,0.000404,-0.007292,0.001634,-0.000359,-0.000653,0.001741,-0.002565,-0.000376,0.001215,-0.004204,-0.002274,-0.000203,-2.6e-05,0.000814,-0.002438,-0.002146,-0.000385,0.000802,-0.00044,0.000113,-0.000382,-0.003153,-0.005884,-0.000229,-0.000504,-2.9e-05,-0.000759,0.003427,-0.000784,0
-0.004392,-3.8e-05,-0.007127,0.001327,-5.3e-05,-0.000978,0.001704,-0.002061,-0.001091,0.001259,-0.003514,-0.002064,-0.00041,-0.000275,0.000671,-0.002356,-0.00178,-0.000268,0.000852,-0.000715,-0.000315,-7.1e-05,-0.002871,-0.006206,-0.000705,-0.001032,-0.000191,-0.000718,0.003505,-0.000315,1
-0.003638,0.001478,0.003007,0.003823,-0.000861,-0.001687,0.000193,0.000363,5e-05,0.001345,-0.006136,-0.002143,-0.000179,0.000121,-0.000411,-0.003781,-0.002044,0.000376,0.000912,-0.001307,0.000415,-0.000901,-0.007301,-0.008478,-0.000572,-0.000231,-0.000667,-0.000799,0.004455,-0.001227,0
-0.003082,0.000253,9.6e-05,0.003047,0.000232,-0.000364,-0.00033,0.000657,-0.000427,0.000572,-0.004309,-0.002421,-0.000219,-0.000102,-0.000332,-0.002942,-0.001862,0.000164,0.000964,-0.00048,2.8e-05,-0.000353,-0.003449,-0.006016,-0.000858,-0.000645,-0.000334,-0.00089,0.003386,-0.000273,1
-0.002708,0.000939,0.00033,0.003161,0.000527,-0.000325,6e-06,0.00044,-0.000783,0.0015,-0.00377,-0.002025,-0.000302,-3.8e-05,0.000167,-0.002748,-0.002154,-0.000149,0.000824,-0.000692,0.000268,-0.000656,-0.003321,-0.006106,-0.000802,-0.000521,-0.00046,-0.000863,0.003566,-0.00052,1
-0.003237,5.7e-05,0.000394,0.003655,6.8e-05,-0.000502,0.000222,0.000579,-0.000449,0.00103,-0.003988,-0.002484,-0.000275,0.000351,-4.4e-05,-0.002081,-0.002219,-0.000118,0.000922,-0.000468,-2.7e-05,-0.000706,-0.002862,-0.006313,-0.000855,-0.000515,-0.00028,-0.00093,0.003474,-0.000171,1
-0.002877,0.000209,0.000493,0.003647,-9e-05,-0.000194,-1.3e-05,0.000459,-0.000463,0.000865,-0.003774,-0.002559,-0.000276,-6.2e-05,-0.000222,-0.002383,-0.002164,-0.000201,0.000921,-0.000624,7.1e-05,-0.000719,-0.003341,-0.006306,-0.000958,-0.000612,-0.000294,-0.000976,0.003612,-0.000411,1
-0.005532,0.000435,-0.006962,0.001176,-0.001259,-0.001725,0.002751,-0.00225,-2.9e-05,0.00095,-0.004398,-0.002172,-9.3e-05,0.000348,-0.000174,-0.002464,-0.002004,4.4e-05,0.000718,-0.000627,0.000379,-0.000579,-0.003032,-0.006376,-0.000896,-0.000662,-0.000437,-0.000668,0.003422,3.9e-05,1
-0.004412,0.000339,-0.007415,0.001228,-0.000422,-0.000989,0.002062,-0.002352,-0.000706,0.001046,-0.004024,-0.002069,-0.000243,-0.000138,0.000818,-0.002518,-0.001814,-0.000227,0.000802,-0.000541,-0.000198,-0.000332,-0.00293,-0.005974,-0.000444,-0.000864,-7.6e-05,-0.000873,0.003391,-0.00051,0
-0.003067,0.000102,0.000598,0.003698,6.6e-05,-0.000534,0.000163,0.000497,-0.000405,0.000907,-0.004279,-0.002637,-0.000205,0.000332,-0.000156,-0.00221,-0.002236,-0.000161,0.000949,-0.000501,3.3e-05,-0.000734,-0.003198,-0.006209,-0.000829,-0.000506,-0.000297,-0.000945,0.003535,-0.000235,1
